Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeRatio,LoanAmountRatio,Gender_encoded,Married_encoded,Dependents_encoded,Education_encoded,Self_Employed_encoded,Property_Area_encoded,Loan_Status_encoded
LP378,Male,Yes,3+,Not Graduate,No,3409,1363,338,300,1,Semiurban,N,4772,14.118343195266272,1.1266666666666667,1,1,3,1,0,1,0
LP379,Female,No,0,Not Graduate,Yes,7151,3940,658,84,1,Semiurban,Y,11091,16.85562310030395,7.833333333333333,0,0,0,1,1,1,1
LP380,Male,No,3+,Not Graduate,Yes,2427,203,449,180,1,Semiurban,Y,2630,5.857461024498886,2.4944444444444445,1,0,3,1,1,1,1
LP381,Female,No,1,Graduate,No,4054,160,399,36,0,Semiurban,Y,4214,10.56140350877193,11.083333333333334,0,0,1,0,0,1,1
LP382,Female,No,0,Not Graduate,Yes,4073,768,504,120,1,Semiurban,Y,4841,9.60515873015873,4.2,0,0,0,1,1,1,1
LP383,Female,Yes,1,Graduate,Yes,4364,3748,389,180,1,Semiurban,Y,8112,20.853470437017997,2.161111111111111,0,1,1,0,1,1,1
LP384,Male,No,1,Graduate,No,3377,2581,314,120,1,Rural,Y,5958,18.97452229299363,2.6166666666666667,1,0,1,0,0,0,1
LP385,Male,Yes,0,Graduate,Yes,2981,1093,681,36,0,Rural,N,4074,5.9823788546255505,18.916666666666668,1,1,0,0,1,0,0
LP386,Female,No,1,Not Graduate,Yes,3908,607,521,240,0,Rural,Y,4515,8.66602687140115,2.1708333333333334,0,0,1,1,1,0,1
LP387,Male,Yes,1,Graduate,Yes,2662,1540,196,84,1,Urban,Y,4202,21.43877551020408,2.3333333333333335,1,1,1,0,1,2,1
LP388,Male,No,3+,Graduate,Yes,2301,2875,524,300,0,Urban,Y,5176,9.877862595419847,1.7466666666666666,1,0,3,0,1,2,1
LP389,Male,Yes,2,Graduate,Yes,3825,3191,652,240,1,Rural,Y,7016,10.760736196319018,2.716666666666667,1,1,2,0,1,0,1
LP390,Male,Yes,1,Not Graduate,No,2895,1837,435,240,0,Urban,Y,4732,10.87816091954023,1.8125,1,1,1,1,0,2,1
LP391,Male,No,1,Not Graduate,No,6241,689,510,360,1,Urban,Y,6930,13.588235294117647,1.4166666666666667,1,0,1,1,0,2,1
LP392,Male,No,1,Graduate,No,4016,3759,268,12,0,Semiurban,N,7775,29.011194029850746,22.333333333333332,1,0,1,0,0,1,0
LP393,Female,No,3+,Not Graduate,No,7819,2949,521,180,1,Semiurban,Y,10768,20.6679462571977,2.8944444444444444,0,0,3,1,0,1,1
LP394,Female,No,2,Not Graduate,No,3914,2103,79,180,1,Urban,Y,6017,76.16455696202532,0.4388888888888889,0,0,2,1,0,2,1
LP395,Male,Yes,0,Graduate,No,5951,365,486,180,0,Urban,Y,6316,12.995884773662551,2.7,1,1,0,0,0,2,1
LP396,Female,No,3+,Graduate,Yes,5968,3575,186,180,1,Rural,N,9543,51.306451612903224,1.0333333333333334,0,0,3,0,1,0,0
LP397,Female,Yes,3+,Not Graduate,No,2372,2378,465,240,1,Urban,Y,4750,10.21505376344086,1.9375,0,1,3,1,0,2,1
LP398,Female,Yes,2,Graduate,No,8051,1205,197,180,1,Semiurban,N,9256,46.984771573604064,1.0944444444444446,0,1,2,0,0,1,0
LP399,Female,No,2,Not Graduate,Yes,2942,3839,299,12,1,Urban,Y,6781,22.678929765886288,24.916666666666668,0,0,2,1,1,2,1
LP400,Male,Yes,3+,Not Graduate,Yes,1847,2735,528,60,0,Rural,N,4582,8.678030303030303,8.8,1,1,3,1,1,0,0
LP401,Female,Yes,0,Not Graduate,No,5690,3347,300,36,1,Semiurban,Y,9037,30.123333333333335,8.333333333333334,0,1,0,1,0,1,1
LP402,Female,Yes,3+,Not Graduate,Yes,7451,1675,643,180,0,Semiurban,Y,9126,14.192846034214618,3.5722222222222224,0,1,3,1,1,1,1
LP403,Male,Yes,2,Not Graduate,No,3612,298,291,300,0,Semiurban,Y,3910,13.436426116838488,0.97,1,1,2,1,0,1,1
LP404,Male,No,0,Not Graduate,Yes,4213,956,552,60,0,Semiurban,Y,5169,9.36413043478261,9.2,1,0,0,1,1,1,1
LP405,Female,No,2,Graduate,No,6005,1114,385,300,0,Urban,Y,7119,18.490909090909092,1.2833333333333334,0,0,2,0,0,2,1
LP406,Female,No,0,Graduate,Yes,1674,2505,666,300,1,Rural,N,4179,6.274774774774775,2.22,0,0,0,0,1,0,0
LP407,Female,No,1,Not Graduate,Yes,4910,1474,164,120,1,Urban,Y,6384,38.926829268292686,1.3666666666666667,0,0,1,1,1,2,1
LP408,Female,Yes,2,Not Graduate,No,182,3726,516,300,0,Urban,N,3908,7.573643410852713,1.72,0,1,2,1,0,2,0
LP409,Female,Yes,2,Not Graduate,No,6348,3471,421,180,1,Semiurban,N,9819,23.323040380047505,2.338888888888889,0,1,2,1,0,1,0
LP410,Female,No,3+,Graduate,No,4175,2828,536,120,0,Rural,Y,7003,13.065298507462687,4.466666666666667,0,0,3,0,0,0,1
LP411,Male,No,2,Not Graduate,No,2716,2850,363,360,1,Semiurban,N,5566,15.333333333333334,1.0083333333333333,1,0,2,1,0,1,0
LP412,Female,No,2,Graduate,No,2953,2506,567,240,1,Urban,Y,5459,9.627865961199294,2.3625,0,0,2,0,0,2,1
LP413,Female,Yes,1,Not Graduate,Yes,4046,3770,195,300,1,Urban,Y,7816,40.08205128205128,0.65,0,1,1,1,1,2,1
LP414,Male,No,2,Not Graduate,No,3859,2964,39,12,0,Semiurban,N,6823,174.94871794871796,3.25,1,0,2,1,0,1,0
LP415,Male,No,1,Graduate,No,6305,949,268,36,0,Urban,Y,7254,27.067164179104477,7.444444444444445,1,0,1,0,0,2,1
LP416,Male,No,1,Graduate,Yes,5797,2850,429,300,1,Urban,Y,8647,20.156177156177158,1.43,1,0,1,0,1,2,1
LP417,Male,Yes,1,Not Graduate,Yes,869,165,537,360,0,Semiurban,Y,1034,1.925512104283054,1.4916666666666667,1,1,1,1,1,1,1
LP418,Female,Yes,1,Not Graduate,No,6848,3486,559,84,0,Urban,Y,10334,18.486583184257604,6.654761904761905,0,1,1,1,0,2,1
LP419,Female,Yes,0,Not Graduate,Yes,6666,2509,312,360,1,Rural,N,9175,29.40705128205128,0.8666666666666667,0,1,0,1,1,0,0
LP420,Female,Yes,3+,Graduate,Yes,4729,919,47,84,0,Semiurban,Y,5648,120.17021276595744,0.5595238095238095,0,1,3,0,1,1,1
LP421,Female,Yes,0,Graduate,No,1122,113,497,360,1,Rural,Y,1235,2.484909456740443,1.3805555555555555,0,1,0,0,0,0,1
LP422,Female,Yes,2,Graduate,Yes,3868,3504,652,240,1,Urban,Y,7372,11.306748466257668,2.716666666666667,0,1,2,0,1,2,1
LP423,Female,Yes,0,Graduate,Yes,7545,991,550,36,1,Urban,Y,8536,15.52,15.277777777777779,0,1,0,0,1,2,1
LP424,Male,Yes,0,Graduate,No,6916,3839,678,360,0,Semiurban,Y,10755,15.86283185840708,1.8833333333333333,1,1,0,0,0,1,1
LP425,Female,No,2,Graduate,No,4552,1258,286,84,1,Urban,Y,5810,20.314685314685313,3.4047619047619047,0,0,2,0,0,2,1
LP426,Male,No,2,Not Graduate,Yes,4702,3426,211,300,1,Semiurban,Y,8128,38.52132701421801,0.7033333333333334,1,0,2,1,1,1,1
LP427,Male,Yes,2,Not Graduate,Yes,2357,514,74,240,0,Semiurban,Y,2871,38.7972972972973,0.30833333333333335,1,1,2,1,1,1,1
LP428,Female,Yes,0,Graduate,No,4576,3196,116,240,0,Semiurban,N,7772,67.0,0.48333333333333334,0,1,0,0,0,1,0
LP429,Male,No,0,Not Graduate,Yes,7069,2584,276,300,0,Semiurban,Y,9653,34.97463768115942,0.92,1,0,0,1,1,1,1
LP430,Female,Yes,2,Not Graduate,Yes,4470,67,230,12,0,Semiurban,N,4537,19.72608695652174,19.166666666666668,0,1,2,1,1,1,0
LP431,Male,Yes,3+,Graduate,Yes,3180,1596,538,120,1,Rural,N,4776,8.87732342007435,4.483333333333333,1,1,3,0,1,0,0
LP432,Female,Yes,3+,Not Graduate,No,7022,18,98,36,0,Semiurban,N,7040,71.83673469387755,2.7222222222222223,0,1,3,1,0,1,0
LP433,Male,No,1,Graduate,Yes,3725,2730,263,36,0,Rural,N,6455,24.543726235741445,7.305555555555555,1,0,1,0,1,0,0
LP434,Female,No,2,Graduate,Yes,5725,3521,463,12,0,Urban,Y,9246,19.96976241900648,38.583333333333336,0,0,2,0,1,2,1
LP435,Female,No,1,Not Graduate,No,3266,572,261,120,0,Semiurban,Y,3838,14.704980842911878,2.175,0,0,1,1,0,1,1
LP436,Female,No,3+,Graduate,Yes,3435,2258,265,36,1,Urban,Y,5693,21.483018867924528,7.361111111111111,0,0,3,0,1,2,1
LP437,Female,No,1,Graduate,Yes,5328,2902,391,84,0,Semiurban,Y,8230,21.04859335038363,4.654761904761905,0,0,1,0,1,1,1
LP438,Female,Yes,2,Graduate,No,793,650,450,60,1,Rural,N,1443,3.2066666666666666,7.5,0,1,2,0,0,0,0
LP439,Male,No,2,Graduate,No,4861,2587,607,60,0,Rural,Y,7448,12.270181219110379,10.116666666666667,1,0,2,0,0,0,1
LP440,Male,Yes,2,Graduate,No,344,3262,98,36,1,Rural,N,3606,36.795918367346935,2.7222222222222223,1,1,2,0,0,0,0
LP441,Male,Yes,0,Graduate,No,4146,1338,398,180,1,Urban,Y,5484,13.77889447236181,2.2111111111111112,1,1,0,0,0,2,1
LP442,Female,No,1,Graduate,Yes,638,3634,590,36,0,Semiurban,N,4272,7.240677966101695,16.38888888888889,0,0,1,0,1,1,0
LP443,Male,No,3+,Graduate,Yes,2354,2827,52,300,1,Urban,Y,5181,99.63461538461539,0.17333333333333334,1,0,3,0,1,2,1
LP444,Female,Yes,3+,Not Graduate,No,2807,2217,672,300,0,Rural,Y,5024,7.476190476190476,2.24,0,1,3,1,0,0,1
LP445,Female,Yes,3+,Not Graduate,No,5495,3539,606,120,1,Urban,Y,9034,14.907590759075907,5.05,0,1,3,1,0,2,1
LP446,Male,Yes,0,Not Graduate,Yes,6705,1037,27,240,1,Rural,N,7742,286.74074074074076,0.1125,1,1,0,1,1,0,0
LP447,Male,No,0,Graduate,No,3426,3978,109,84,1,Rural,Y,7404,67.92660550458716,1.2976190476190477,1,0,0,0,0,0,1
LP448,Female,No,2,Graduate,Yes,1252,2961,615,12,0,Rural,N,4213,6.850406504065041,51.25,0,0,2,0,1,0,0
LP449,Male,No,3+,Not Graduate,No,5393,3226,365,36,1,Semiurban,N,8619,23.613698630136987,10.13888888888889,1,0,3,1,0,1,0
LP450,Female,No,0,Not Graduate,Yes,6764,1098,550,84,0,Semiurban,N,7862,14.294545454545455,6.5476190476190474,0,0,0,1,1,1,0
LP451,Female,No,2,Not Graduate,No,1391,2324,41,12,1,Rural,Y,3715,90.60975609756098,3.4166666666666665,0,0,2,1,0,0,1
LP452,Female,Yes,3+,Graduate,No,665,939,237,300,1,Urban,N,1604,6.767932489451477,0.79,0,1,3,0,0,2,0
LP453,Female,No,1,Not Graduate,Yes,5871,3716,532,360,1,Urban,N,9587,18.020676691729324,1.4777777777777779,0,0,1,1,1,2,0
LP454,Female,Yes,2,Not Graduate,No,5373,3414,638,84,1,Semiurban,Y,8787,13.772727272727273,7.595238095238095,0,1,2,1,0,1,1
LP455,Male,Yes,0,Graduate,Yes,542,1448,163,60,1,Rural,Y,1990,12.208588957055214,2.716666666666667,1,1,0,0,1,0,1
LP456,Male,Yes,0,Not Graduate,Yes,780,570,431,36,1,Urban,Y,1350,3.1322505800464038,11.972222222222221,1,1,0,1,1,2,1
LP457,Female,No,2,Graduate,Yes,3866,2904,254,120,0,Rural,Y,6770,26.653543307086615,2.1166666666666667,0,0,2,0,1,0,1
LP458,Female,No,2,Graduate,Yes,1997,2505,413,60,0,Urban,Y,4502,10.900726392251816,6.883333333333334,0,0,2,0,1,2,1
LP459,Male,No,0,Graduate,Yes,2805,917,549,240,0,Semiurban,N,3722,6.77959927140255,2.2875,1,0,0,0,1,1,0
LP460,Male,Yes,1,Not Graduate,No,1129,1874,169,180,1,Rural,Y,3003,17.76923076923077,0.9388888888888889,1,1,1,1,0,0,1
LP461,Female,Yes,3+,Not Graduate,No,4679,1678,125,12,0,Rural,Y,6357,50.856,10.416666666666666,0,1,3,1,0,0,1
LP462,Male,Yes,1,Graduate,Yes,3552,615,279,300,1,Urban,N,4167,14.935483870967742,0.93,1,1,1,0,1,2,0
LP463,Female,Yes,2,Not Graduate,No,7460,1749,495,36,0,Urban,Y,9209,18.604040404040404,13.75,0,1,2,1,0,2,1
LP464,Male,Yes,1,Not Graduate,Yes,4021,3825,180,120,0,Urban,N,7846,43.58888888888889,1.5,1,1,1,1,1,2,0
LP465,Female,Yes,0,Not Graduate,No,6833,2477,282,360,1,Rural,Y,9310,33.01418439716312,0.7833333333333333,0,1,0,1,0,0,1
LP466,Male,No,2,Not Graduate,No,427,3505,267,300,1,Semiurban,Y,3932,14.726591760299625,0.89,1,0,2,1,0,1,1
LP467,Female,No,3+,Graduate,No,382,3475,143,36,0,Semiurban,Y,3857,26.972027972027973,3.9722222222222223,0,0,3,0,0,1,1
LP468,Male,No,0,Not Graduate,No,1702,1135,691,360,0,Urban,Y,2837,4.105643994211288,1.9194444444444445,1,0,0,1,0,2,1
LP469,Male,No,0,Graduate,Yes,5840,4000,430,120,0,Semiurban,Y,9840,22.88372093023256,3.5833333333333335,1,0,0,0,1,1,1
LP470,Female,Yes,3+,Graduate,Yes,5359,374,429,180,0,Urban,N,5733,13.363636363636363,2.3833333333333333,0,1,3,0,1,2,0
LP471,Male,Yes,3+,Not Graduate,No,7809,206,194,60,1,Semiurban,Y,8015,41.31443298969072,3.2333333333333334,1,1,3,1,0,1,1
LP472,Female,No,1,Graduate,No,3420,1319,372,60,0,Rural,N,4739,12.739247311827956,6.2,0,0,1,0,0,0,0
LP473,Male,Yes,2,Not Graduate,Yes,2559,1141,615,300,1,Urban,Y,3700,6.016260162601626,2.05,1,1,2,1,1,2,1
LP474,Female,No,3+,Not Graduate,No,3662,2690,386,36,1,Semiurban,Y,6352,16.4559585492228,10.722222222222221,0,0,3,1,0,1,1
LP475,Male,No,3+,Graduate,Yes,175,3255,531,36,0,Rural,Y,3430,6.459510357815443,14.75,1,0,3,0,1,0,1
LP476,Female,No,2,Graduate,Yes,7342,89,588,120,1,Semiurban,Y,7431,12.637755102040817,4.9,0,0,2,0,1,1,1
LP477,Male,Yes,3+,Graduate,Yes,5663,4108,204,180,0,Rural,N,9771,47.89705882352941,1.1333333333333333,1,1,3,0,1,0,0
LP478,Female,No,3+,Graduate,No,6800,3020,106,36,1,Rural,N,9820,92.64150943396227,2.9444444444444446,0,0,3,0,0,0,0
LP479,Male,No,1,Not Graduate,Yes,7618,1857,613,120,1,Semiurban,N,9475,15.456769983686787,5.108333333333333,1,0,1,1,1,1,0
LP480,Female,No,0,Not Graduate,No,7656,804,30,240,0,Semiurban,Y,8460,282.0,0.125,0,0,0,1,0,1,1
LP481,Female,Yes,0,Not Graduate,Yes,6560,944,458,300,1,Rural,Y,7504,16.38427947598253,1.5266666666666666,0,1,0,1,1,0,1
LP482,Female,Yes,0,Graduate,No,610,2789,180,240,1,Rural,Y,3399,18.883333333333333,0.75,0,1,0,0,0,0,1
LP483,Male,No,0,Graduate,No,3914,3875,391,300,0,Rural,N,7789,19.92071611253197,1.3033333333333332,1,0,0,0,0,0,0
LP484,Female,Yes,3+,Graduate,No,6749,1610,142,360,1,Urban,Y,8359,58.86619718309859,0.39444444444444443,0,1,3,0,0,2,1
LP485,Male,Yes,2,Not Graduate,Yes,3581,2923,434,120,1,Rural,Y,6504,14.986175115207374,3.6166666666666667,1,1,2,1,1,0,1
LP486,Female,Yes,2,Graduate,Yes,5337,3882,33,120,0,Urban,Y,9219,279.3636363636364,0.275,0,1,2,0,1,2,1
LP487,Male,Yes,1,Not Graduate,No,5252,3221,511,84,0,Rural,Y,8473,16.581213307240706,6.083333333333333,1,1,1,1,0,0,1
LP488,Female,Yes,1,Graduate,No,7156,2387,193,360,1,Urban,Y,9543,49.44559585492228,0.5361111111111111,0,1,1,0,0,2,1
LP489,Male,Yes,3+,Not Graduate,No,3633,941,93,120,1,Rural,Y,4574,49.18279569892473,0.775,1,1,3,1,0,0,1
LP490,Male,Yes,2,Not Graduate,Yes,2144,2566,575,36,1,Rural,N,4710,8.191304347826087,15.972222222222221,1,1,2,1,1,0,0
LP491,Female,Yes,2,Graduate,Yes,640,975,152,300,0,Rural,N,1615,10.625,0.5066666666666667,0,1,2,0,1,0,0
LP492,Male,Yes,0,Graduate,Yes,1222,954,687,240,1,Semiurban,Y,2176,3.1673944687045124,2.8625,1,1,0,0,1,1,1
LP493,Male,Yes,3+,Not Graduate,Yes,8004,1262,420,300,1,Semiurban,Y,9266,22.061904761904763,1.4,1,1,3,1,1,1,1
LP494,Female,No,3+,Not Graduate,No,6857,943,232,60,1,Rural,Y,7800,33.62068965517241,3.8666666666666667,0,0,3,1,0,0,1
LP495,Male,No,0,Graduate,No,3323,2202,228,84,1,Urban,N,5525,24.232456140350877,2.7142857142857144,1,0,0,0,0,2,0
LP496,Male,Yes,3+,Graduate,Yes,365,3327,187,120,1,Urban,N,3692,19.74331550802139,1.5583333333333333,1,1,3,0,1,2,0
LP497,Male,No,3+,Not Graduate,Yes,7755,2259,639,180,1,Rural,N,10014,15.671361502347418,3.55,1,0,3,1,1,0,0
LP498,Female,No,1,Graduate,No,1873,1828,441,12,0,Semiurban,N,3701,8.392290249433106,36.75,0,0,1,0,0,1,0
LP499,Male,Yes,2,Not Graduate,Yes,1742,1257,273,84,0,Urban,Y,2999,10.985347985347985,3.25,1,1,2,1,1,2,1
LP500,Female,Yes,3+,Not Graduate,Yes,2756,464,437,120,1,Semiurban,N,3220,7.368421052631579,3.6416666666666666,0,1,3,1,1,1,0
LP501,Male,Yes,1,Graduate,Yes,308,3294,670,240,1,Urban,Y,3602,5.376119402985075,2.7916666666666665,1,1,1,0,1,2,1
LP502,Male,No,2,Graduate,Yes,6782,1230,424,120,0,Rural,Y,8012,18.89622641509434,3.533333333333333,1,0,2,0,1,0,1
LP503,Male,No,0,Graduate,Yes,4931,2654,461,12,0,Semiurban,N,7585,16.453362255965292,38.416666666666664,1,0,0,0,1,1,0
LP504,Female,Yes,1,Graduate,Yes,3463,884,205,240,0,Urban,Y,4347,21.204878048780486,0.8541666666666666,0,1,1,0,1,2,1
LP505,Male,Yes,1,Graduate,No,2991,3805,562,300,1,Rural,Y,6796,12.092526690391459,1.8733333333333333,1,1,1,0,0,0,1
LP506,Male,Yes,2,Not Graduate,Yes,1926,3856,61,240,1,Rural,Y,5782,94.78688524590164,0.25416666666666665,1,1,2,1,1,0,1
LP507,Female,No,0,Not Graduate,Yes,2202,3135,488,84,1,Rural,Y,5337,10.936475409836065,5.809523809523809,0,0,0,1,1,0,1
LP508,Male,No,1,Graduate,No,7913,924,451,300,1,Semiurban,N,8837,19.594235033259423,1.5033333333333334,1,0,1,0,0,1,0
LP509,Female,No,3+,Graduate,No,6089,1546,338,120,0,Semiurban,Y,7635,22.588757396449704,2.816666666666667,0,0,3,0,0,1,1
LP510,Female,No,3+,Graduate,No,6654,1094,259,360,0,Rural,Y,7748,29.915057915057915,0.7194444444444444,0,0,3,0,0,0,1
LP511,Male,Yes,3+,Not Graduate,Yes,6752,2411,131,120,0,Semiurban,Y,9163,69.94656488549619,1.0916666666666666,1,1,3,1,1,1,1
LP512,Female,Yes,0,Graduate,No,2445,2617,395,12,0,Urban,Y,5062,12.815189873417722,32.916666666666664,0,1,0,0,0,2,1
LP513,Male,Yes,1,Graduate,Yes,5835,762,347,360,1,Rural,Y,6597,19.011527377521613,0.9638888888888889,1,1,1,0,1,0,1
LP514,Female,Yes,3+,Not Graduate,Yes,1846,2323,356,120,1,Rural,Y,4169,11.710674157303371,2.966666666666667,0,1,3,1,1,0,1
LP515,Female,No,0,Not Graduate,Yes,3143,4145,37,180,0,Semiurban,Y,7288,196.97297297297297,0.20555555555555555,0,0,0,1,1,1,1
LP516,Male,No,3+,Graduate,No,2619,2775,43,84,0,Rural,N,5394,125.44186046511628,0.5119047619047619,1,0,3,0,0,0,0
LP517,Female,Yes,2,Graduate,No,2096,3155,526,180,0,Urban,N,5251,9.982889733840304,2.922222222222222,0,1,2,0,0,2,0
LP518,Female,Yes,1,Graduate,No,3959,3970,404,300,0,Semiurban,Y,7929,19.626237623762375,1.3466666666666667,0,1,1,0,0,1,1
LP519,Female,No,1,Not Graduate,No,6308,2040,631,60,0,Semiurban,Y,8348,13.229793977812996,10.516666666666667,0,0,1,1,0,1,1
LP520,Female,Yes,0,Graduate,No,2933,583,302,120,1,Rural,Y,3516,11.642384105960264,2.5166666666666666,0,1,0,0,0,0,1
LP521,Female,No,0,Graduate,Yes,3794,2103,597,36,1,Rural,N,5897,9.877721943048575,16.583333333333332,0,0,0,0,1,0,0
LP522,Male,Yes,1,Graduate,Yes,5391,1942,357,36,0,Rural,Y,7333,20.5406162464986,9.916666666666666,1,1,1,0,1,0,1
LP523,Female,Yes,3+,Not Graduate,Yes,6570,109,155,240,0,Semiurban,N,6679,43.090322580645164,0.6458333333333334,0,1,3,1,1,1,0
LP524,Male,Yes,3+,Not Graduate,Yes,5827,191,75,180,0,Rural,N,6018,80.24,0.4166666666666667,1,1,3,1,1,0,0
LP525,Female,Yes,2,Graduate,No,2650,903,528,84,1,Urban,N,3553,6.729166666666667,6.285714285714286,0,1,2,0,0,2,0
LP526,Male,Yes,3+,Graduate,No,7707,861,130,120,1,Rural,N,8568,65.9076923076923,1.0833333333333333,1,1,3,0,0,0,0
LP527,Male,Yes,0,Not Graduate,Yes,7611,1083,348,12,1,Rural,Y,8694,24.982758620689655,29.0,1,1,0,1,1,0,1
LP528,Female,Yes,0,Not Graduate,No,3795,649,183,240,0,Semiurban,Y,4444,24.284153005464482,0.7625,0,1,0,1,0,1,1
LP529,Female,No,3+,Not Graduate,No,2795,4134,699,300,1,Rural,N,6929,9.912732474964235,2.33,0,0,3,1,0,0,0
LP530,Female,No,0,Not Graduate,Yes,6739,3611,605,360,0,Semiurban,Y,10350,17.107438016528924,1.6805555555555556,0,0,0,1,1,1,1
LP531,Male,No,1,Not Graduate,Yes,6503,636,459,300,1,Rural,Y,7139,15.553376906318082,1.53,1,0,1,1,1,0,1
LP532,Female,No,1,Not Graduate,No,7907,1036,565,120,1,Urban,Y,8943,15.828318584070797,4.708333333333333,0,0,1,1,0,2,1
LP533,Male,No,3+,Not Graduate,No,7007,4131,144,60,1,Urban,Y,11138,77.34722222222223,2.4,1,0,3,1,0,2,1
LP534,Male,Yes,1,Not Graduate,Yes,2499,2148,24,360,0,Semiurban,N,4647,193.625,0.06666666666666667,1,1,1,1,1,1,0
LP535,Male,Yes,1,Not Graduate,Yes,2082,3865,341,180,0,Semiurban,Y,5947,17.439882697947215,1.8944444444444444,1,1,1,1,1,1,1
LP536,Female,No,2,Graduate,Yes,3444,3157,203,120,1,Rural,Y,6601,32.51724137931034,1.6916666666666667,0,0,2,0,1,0,1
LP537,Female,Yes,2,Graduate,No,1907,3587,504,60,0,Rural,N,5494,10.90079365079365,8.4,0,1,2,0,0,0,0
LP538,Male,No,1,Graduate,Yes,6296,3294,17,180,0,Urban,N,9590,564.1176470588235,0.09444444444444444,1,0,1,0,1,2,0
LP539,Male,No,3+,Not Graduate,Yes,5235,2430,342,60,0,Rural,Y,7665,22.412280701754387,5.7,1,0,3,1,1,0,1
LP540,Female,Yes,2,Graduate,No,5787,1879,341,180,0,Urban,Y,7666,22.480938416422287,1.8944444444444444,0,1,2,0,0,2,1
LP541,Male,Yes,0,Not Graduate,No,1266,3966,335,84,0,Semiurban,Y,5232,15.617910447761194,3.988095238095238,1,1,0,1,0,1,1
LP542,Female,Yes,0,Not Graduate,No,2717,3713,23,36,0,Rural,Y,6430,279.5652173913044,0.6388888888888888,0,1,0,1,0,0,1
LP543,Male,No,0,Graduate,No,3649,4126,622,300,0,Semiurban,Y,7775,12.5,2.0733333333333333,1,0,0,0,0,1,1
LP544,Female,Yes,3+,Not Graduate,No,642,4106,234,84,1,Rural,Y,4748,20.29059829059829,2.7857142857142856,0,1,3,1,0,0,1
LP545,Male,No,1,Graduate,Yes,3456,2011,433,360,0,Urban,N,5467,12.625866050808314,1.2027777777777777,1,0,1,0,1,2,0
LP546,Female,No,0,Graduate,Yes,769,3373,416,240,0,Semiurban,Y,4142,9.95673076923077,1.7333333333333334,0,0,0,0,1,1,1
LP547,Male,No,3+,Graduate,No,3382,2143,121,36,1,Semiurban,Y,5525,45.66115702479339,3.361111111111111,1,0,3,0,0,1,1
LP548,Female,Yes,2,Not Graduate,No,8038,2500,436,84,1,Rural,Y,10538,24.1697247706422,5.190476190476191,0,1,2,1,0,0,1
LP549,Female,Yes,1,Graduate,No,3973,1289,9,120,1,Semiurban,Y,5262,584.6666666666666,0.075,0,1,1,0,0,1,1
LP550,Male,No,2,Not Graduate,No,6624,1447,274,60,1,Urban,N,8071,29.456204379562045,4.566666666666666,1,0,2,1,0,2,0
LP551,Male,Yes,3+,Graduate,No,2530,3199,499,360,0,Semiurban,Y,5729,11.480961923847696,1.386111111111111,1,1,3,0,0,1,1
LP552,Female,Yes,0,Graduate,Yes,6343,1943,216,120,1,Semiurban,Y,8286,38.361111111111114,1.8,0,1,0,0,1,1,1
LP553,Male,Yes,0,Graduate,Yes,1696,3183,630,36,1,Rural,Y,4879,7.7444444444444445,17.5,1,1,0,0,1,0,1
LP554,Female,No,3+,Not Graduate,Yes,5108,3216,377,60,0,Semiurban,N,8324,22.079575596816976,6.283333333333333,0,0,3,1,1,1,0
LP555,Male,No,0,Not Graduate,Yes,5937,3136,314,360,0,Rural,Y,9073,28.894904458598727,0.8722222222222222,1,0,0,1,1,0,1
LP556,Female,Yes,1,Not Graduate,No,3713,3318,20,240,0,Rural,Y,7031,351.55,0.08333333333333333,0,1,1,1,0,0,1
LP557,Female,No,3+,Graduate,Yes,1755,2782,353,36,1,Semiurban,Y,4537,12.852691218130312,9.805555555555555,0,0,3,0,1,1,1
LP558,Female,Yes,2,Graduate,No,3902,990,473,360,0,Urban,N,4892,10.342494714587739,1.3138888888888889,0,1,2,0,0,2,0
LP559,Female,Yes,3+,Not Graduate,No,6565,2153,674,84,1,Rural,Y,8718,12.934718100890208,8.023809523809524,0,1,3,1,0,0,1
LP560,Female,Yes,1,Not Graduate,No,4825,225,502,360,0,Semiurban,Y,5050,10.0597609561753,1.3944444444444444,0,1,1,1,0,1,1
LP561,Female,Yes,1,Not Graduate,Yes,2040,776,376,36,0,Rural,Y,2816,7.48936170212766,10.444444444444445,0,1,1,1,1,0,1
LP562,Male,No,3+,Not Graduate,No,1425,2837,428,84,1,Urban,Y,4262,9.957943925233645,5.095238095238095,1,0,3,1,0,2,1
LP563,Male,No,3+,Not Graduate,Yes,6853,687,179,120,0,Urban,N,7540,42.12290502793296,1.4916666666666667,1,0,3,1,1,2,0
LP564,Male,No,0,Not Graduate,Yes,2893,529,142,36,0,Rural,N,3422,24.098591549295776,3.9444444444444446,1,0,0,1,1,0,0
LP565,Female,Yes,1,Graduate,No,6101,3442,435,12,0,Urban,Y,9543,21.93793103448276,36.25,0,1,1,0,0,2,1
LP566,Female,Yes,3+,Not Graduate,No,8016,2153,33,240,0,Semiurban,Y,10169,308.1515151515151,0.1375,0,1,3,1,0,1,1
LP567,Female,Yes,3+,Graduate,No,7407,1294,538,12,0,Semiurban,Y,8701,16.1728624535316,44.833333333333336,0,1,3,0,0,1,1
